-1.98977	0.0137812
-1.96929	0.0144297
-1.94881	0.01475
-1.92833	0.0139687
-1.90785	0.014539
-1.88737	0.0147656
-1.86689	0.0141093
-1.84641	0.0141953
-1.82593	0.0148047
-1.80545	0.0144062
-1.78497	0.0145468
-1.76449	0.014539
-1.74401	0.0145078
-1.72353	0.0140859
-1.70305	0.0142187
-1.68257	0.0145859
-1.66209	0.0144062
-1.64161	0.0139765
-1.62113	0.0140468
-1.60065	0.014164
-1.58017	0.0143047
-1.55969	0.0143828
-1.53921	0.0148125
-1.51873	0.0144297
-1.49825	0.0142265
-1.47777	0.0142265
-1.45729	0.0141718
-1.43681	0.0139843
-1.41633	0.014125
-1.39585	0.0142422
-1.37537	0.0146797
-1.35489	0.0141953
-1.33441	0.0145703
-1.31393	0.0143828
-1.29345	0.0143047
-1.27297	0.0141172
-1.25249	0.0145078
-1.23201	0.0143359
-1.21153	0.0143515
-1.19105	0.0144218
-1.17057	0.0142812
-1.15009	0.0145156
-1.12961	0.0144531
-1.10913	0.0146797
-1.08865	0.0143281
-1.06817	0.0143437
-1.04769	0.0144687
-1.02721	0.0146562
-1.00673	0.0147265
-0.98625	0.0147734
-0.96577	0.0148515
-0.94529	0.0150078
-0.92481	0.0148828
-0.90433	0.0148125
-0.88385	0.0145312
-0.86337	0.0143828
-0.84289	0.0146797
-0.82241	0.0144843
-0.80193	0.0147109
-0.78145	0.0144687
-0.76097	0.0149218
-0.74049	0.0147578
-0.72001	0.0146718
-0.69953	0.0146172
-0.67905	0.0146015
-0.65857	0.0145
-0.63809	0.0146328
-0.61761	0.0148672
-0.59713	0.0147343
-0.57665	0.0147656
-0.55617	0.01475
-0.53569	0.014539
-0.51521	0.0145859
-0.49473	0.0148906
-0.47425	0.0148437
-0.45377	0.0144531
-0.43329	0.0147422
-0.41281	0.0149687
-0.39233	0.0148984
-0.37185	0.0149375
-0.35137	0.014789
-0.33089	0.0149453
-0.31041	0.0149843
-0.28993	0.0149922
-0.26945	0.0151328
-0.24897	0.0149531
-0.22849	0.0150078
-0.20801	0.0152343
-0.18753	0.0153828
-0.16705	0.0150625
-0.14657	0.0146718
-0.12609	0.014789
-0.10561	0.014664
-0.08513	0.0146797
-0.06465	0.0146172
-0.04417	0.0147968
-0.02369	0.0148437
-0.00321	0.516156
0.01727	0.710406
0.03775	0.954789
0.05823	1.0729
0.07871	1.31582
0.09919	1.33182
0.11967	1.28085
0.14015	1.18046
0.16063	1.33559
0.18111	1.34452
0.20159	1.27159
0.22207	1.34818
0.24255	1.36565
0.26303	1.32512
0.28351	1.31516
0.30399	1.30107
0.32447	1.29506
0.34495	1.27883
0.36543	1.27791
0.38591	1.28895
0.40639	1.27713
0.42687	1.2737
0.44735	1.2993
0.46783	1.27966
0.48831	1.27948
0.50879	1.27348
0.52927	1.27707
0.54975	1.25668
0.57023	1.25312
0.59071	1.25704
0.61119	1.24405
0.63167	1.23388
0.65215	1.24848
0.67263	1.24353
0.69311	1.23761
0.71359	1.24003
0.73407	1.24366
0.75455	1.22906
0.77503	1.21886
0.79551	1.22273
0.81599	1.21801
0.83647	1.20306
0.85695	1.20259
0.87743	1.21006
0.89791	1.20105
0.91839	1.19913
0.93887	1.20769
0.95935	1.2048
0.97983	1.19051
1.00031	1.18926
1.02079	1.19034
1.04127	1.17398
1.06175	1.17427
1.08223	1.17929
1.10271	1.16852
1.12319	1.16584
1.14367	1.16831
1.16415	1.16836
1.18463	1.15912
1.20511	1.15465
1.22559	1.15877
1.24607	1.14862
1.26655	1.14195
1.28703	1.14699
1.30751	1.14471
1.32799	1.13423
1.34847	1.13259
1.36895	1.13581
1.38943	1.12647
1.40991	1.12141
1.43039	1.12876
1.45087	1.12023
1.47135	1.11535
1.49183	1.11472
1.51231	1.11659
1.53279	1.10538
1.55327	1.1028
1.57375	1.10495
1.59423	1.0984
