-1.98977	-0.00315668
-1.96929	-0.00299332
-1.94881	-0.0030798
-1.92833	-0.00303976
-1.90785	-0.00319832
-1.88737	-0.00315828
-1.86689	-0.00333766
-1.84641	-0.00342094
-1.82593	-0.00339531
-1.80545	-0.00340172
-1.78497	-0.00324476
-1.76449	-0.00314226
-1.74401	-0.00309101
-1.72353	-0.00298851
-1.70305	-0.0031807
-1.68257	-0.00319832
-1.66209	-0.00332644
-1.64161	-0.00339051
-1.62113	-0.00327359
-1.60065	-0.00323195
-1.58017	-0.00306859
-1.55969	-0.00303976
-1.53921	-0.00299812
-1.51873	-0.00296609
-1.49825	-0.00305578
-1.47777	-0.00315668
-1.45729	-0.00311183
-1.43681	-0.00315187
-1.41633	-0.0030718
-1.39585	-0.00293086
-1.37537	-0.00291805
-1.35489	-0.0028716
-1.33441	-0.00287961
-1.31393	-0.00290844
-1.29345	-0.00296449
-1.27297	-0.0029725
-1.25249	-0.00304777
-1.23201	-0.00312945
-1.21153	-0.00296289
-1.19105	-0.00294367
-1.17057	-0.00285879
-1.15009	-0.00290683
-1.12961	-0.00284918
-1.10913	-0.00285398
-1.08865	-0.00290523
-1.06817	-0.00291324
-1.04769	-0.00296609
-1.02721	-0.00295168
-1.00673	-0.00298531
-0.98625	-0.00293566
-0.96577	-0.00283957
-0.94529	-0.00283957
-0.92481	-0.00275949
-0.90433	-0.00273066
-0.88385	-0.00275309
-0.86337	-0.00279793
-0.84289	-0.00283316
-0.82241	-0.00290684
-0.80193	-0.00293086
-0.78145	-0.00287
-0.76097	-0.00278672
-0.74049	-0.00274027
-0.72001	-0.00268262
-0.69953	-0.00261055
-0.67905	-0.00263137
-0.65857	-0.00271465
-0.63809	-0.00273707
-0.61761	-0.00280273
-0.59713	-0.00285398
-0.57665	-0.00281394
-0.55617	-0.00265379
-0.53569	-0.00262816
-0.51521	-0.00254809
-0.49473	-0.00251926
-0.47425	-0.00254168
-0.45377	-0.00264738
-0.43329	-0.00272906
-0.41281	-0.00273387
-0.39233	-0.00272266
-0.37185	-0.00270344
-0.35137	-0.00251445
-0.33089	-0.00249844
-0.31041	-0.00246961
-0.28993	-0.00257691
-0.26945	-0.0025673
-0.24897	-0.00264898
-0.22849	-0.00271625
-0.20801	-0.00270344
-0.18753	-0.00262016
-0.16705	-0.00258652
-0.14657	-0.00248242
-0.12609	-0.0024568
-0.10561	-0.00243117
-0.08513	-0.00246
-0.06465	-0.00249523
-0.04417	-0.00253207
-0.02369	-0.0025641
-0.00321	0.0246224
0.01727	0.181311
0.03775	0.205253
0.05823	0.2483
0.07871	0.271593
0.09919	0.270616
0.11967	0.266958
0.14015	0.263028
0.16063	0.264011
0.18111	0.26749
0.20159	0.263659
0.22207	0.265555
0.24255	0.264996
0.26303	0.263446
0.28351	0.262293
0.30399	0.262592
0.32447	0.260111
0.34495	0.259368
0.36543	0.259112
0.38591	0.258984
0.40639	0.257416
0.42687	0.256745
0.44735	0.256796
0.46783	0.255633
0.48831	0.254757
0.50879	0.253817
0.52927	0.253521
0.54975	0.251775
0.57023	0.251538
0.59071	0.251239
0.61119	0.250116
0.63167	0.249258
0.65215	0.249376
0.67263	0.248899
0.69311	0.247706
